raw_id,rank_title,role_normalized,company_std,location,location_std,pay_in_,salary_clean,salary_band,experience_level,years_experience_num
J3375,Penetration Tester,Pentester,,Denmark,Denmark,114695,114695.0,100-150k,Senior,
J3376,Security Architect,Architect,,America,America,87333,87333.0,70-100k,Entry-Level,
J3377,Security Consultant,Security Consultant,,New York,New York,98015,98015.0,70-100k,Senior,
J3378,Cloud Architect,Architect,,Germany,Germany,97055,97055.0,70-100k,Senior,
J3379,GRC Manager,Manager,,New York,New York,90490,90490.0,70-100k,Mid-Level,
J3380,GRC Manager,Manager,,Canada,Canada,100673,100673.0,100-150k,Entry-Level,
J3381,Cloud Architect,Architect,,China,China,92904,92904.0,70-100k,Entry-Level,
J3382,Security Architect,Architect,,China,China,126362,126362.0,100-150k,Senior,
J3383,Security Compliance Manager,Manager,,New York,New York,135600,135600.0,100-150k,Entry-Level,
J3384,Cloud Architect,Architect,,United Kingdom,United Kingdom,77814,77814.0,70-100k,Mid-Level,
J3385,Security Architect,Architect,,New York,New York,117250,117250.0,100-150k,Entry-Level,
J3386,Security Consultant,Security Consultant,,Germany,Germany,131617,131617.0,100-150k,Entry-Level,
J3387,Security Consultant,Security Consultant,,China,China,144126,144126.0,100-150k,Entry-Level,
J3388,Penetration Tester,Pentester,,Canada,Canada,115059,115059.0,100-150k,Entry-Level,
J3389,GRC Manager,Manager,,New York,New York,147431,147431.0,100-150k,Senior,
J3390,Penetration Tester,Pentester,,New York,New York,108651,108651.0,100-150k,Senior,
J3391,Penetration Tester,Pentester,,Canada,Canada,118781,118781.0,100-150k,Mid-Level,
J3392,Security Compliance Manager,Manager,,Denmark,Denmark,126227,126227.0,100-150k,Mid-Level,
J3393,Penetration Tester,Pentester,,China,China,133789,133789.0,100-150k,Mid-Level,
J3394,Security Architect,Architect,,America,America,92950,92950.0,70-100k,Entry-Level,
J3395,Cloud Architect,Architect,,Denmark,Denmark,89824,89824.0,70-100k,Entry-Level,
J3396,GRC Manager,Manager,,Germany,Germany,101769,101769.0,100-150k,Entry-Level,
J3397,Penetration Tester,Pentester,,China,China,101745,101745.0,100-150k,Entry-Level,
J3398,Security Architect,Architect,,New York,New York,106003,106003.0,100-150k,Mid-Level,
J3399,Security Compliance Manager,Manager,,New York,New York,94690,94690.0,70-100k,Senior,
J3400,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,147878,147878.0,100-150k,Senior,
J3401,Security Architect,Architect,,China,China,90576,90576.0,70-100k,Entry-Level,
J3402,Security Architect,Architect,,America,America,99669,99669.0,70-100k,Entry-Level,
J3403,Security Compliance Manager,Manager,,America,America,95131,95131.0,70-100k,Entry-Level,
J3404,Cloud Architect,Architect,,Germany,Germany,108126,108126.0,100-150k,Senior,
J3405,Cloud Architect,Architect,,Germany,Germany,112282,112282.0,100-150k,Entry-Level,
J3406,Security Architect,Architect,,America,America,110473,110473.0,100-150k,Entry-Level,
J3407,Security Consultant,Security Consultant,,America,America,96720,96720.0,70-100k,Entry-Level,
J3408,Security Consultant,Security Consultant,,Germany,Germany,95543,95543.0,70-100k,Mid-Level,
J3409,Cloud Architect,Architect,,Canada,Canada,100447,100447.0,100-150k,Senior,
J3410,GRC Manager,Manager,,New York,New York,99839,99839.0,70-100k,Senior,
J3411,Penetration Tester,Pentester,,United Kingdom,United Kingdom,109528,109528.0,100-150k,Entry-Level,
J3412,Security Compliance Manager,Manager,,New York,New York,91989,91989.0,70-100k,Senior,
J3413,GRC Manager,Manager,,Germany,Germany,90784,90784.0,70-100k,Mid-Level,
J3414,GRC Manager,Manager,,United Kingdom,United Kingdom,94037,94037.0,70-100k,Entry-Level,
J3415,Security Architect,Architect,,China,China,105447,105447.0,100-150k,Senior,
J3416,GRC Manager,Manager,,Canada,Canada,90225,90225.0,70-100k,Mid-Level,
J3417,Security Architect,Architect,,Germany,Germany,95325,95325.0,70-100k,Mid-Level,
J3418,GRC Manager,Manager,,America,America,80936,80936.0,70-100k,Entry-Level,
J3419,Cloud Architect,Architect,,Denmark,Denmark,83640,83640.0,70-100k,Mid-Level,
J3420,Penetration Tester,Pentester,,Denmark,Denmark,102814,102814.0,100-150k,Entry-Level,
J3421,Security Compliance Manager,Manager,,China,China,106169,106169.0,100-150k,Entry-Level,
J3422,Security Architect,Architect,,China,China,101711,101711.0,100-150k,Mid-Level,
J3423,Penetration Tester,Pentester,,Germany,Germany,94714,94714.0,70-100k,Mid-Level,
J3424,Security Compliance Manager,Manager,,Canada,Canada,91907,91907.0,70-100k,Senior,
J3425,Security Architect,Architect,,Denmark,Denmark,101697,101697.0,100-150k,Mid-Level,
J3426,Security Consultant,Security Consultant,,New York,New York,94154,94154.0,70-100k,Senior,
J3427,Cloud Architect,Architect,,Denmark,Denmark,108631,108631.0,100-150k,Senior,
J3428,GRC Manager,Manager,,Denmark,Denmark,103955,103955.0,100-150k,Senior,
J3429,Penetration Tester,Pentester,,New York,New York,100227,100227.0,100-150k,Mid-Level,
J3430,Security Compliance Manager,Manager,,America,America,126813,126813.0,100-150k,Mid-Level,
J3431,Cloud Architect,Architect,,Denmark,Denmark,101382,101382.0,100-150k,Entry-Level,
J3432,Security Consultant,Security Consultant,,Canada,Canada,104351,104351.0,100-150k,Senior,
J3433,Security Consultant,Security Consultant,,Canada,Canada,125145,125145.0,100-150k,Senior,
J3434,Security Architect,Architect,,Denmark,Denmark,101344,101344.0,100-150k,Entry-Level,
J3435,GRC Manager,Manager,,United Kingdom,United Kingdom,106443,106443.0,100-150k,Entry-Level,
J3436,Security Compliance Manager,Manager,,Denmark,Denmark,94578,94578.0,70-100k,Senior,
J3437,GRC Manager,Manager,,Canada,Canada,94361,94361.0,70-100k,Entry-Level,
J3438,Security Compliance Manager,Manager,,Canada,Canada,107676,107676.0,100-150k,Mid-Level,
J3439,Security Consultant,Security Consultant,,China,China,98363,98363.0,70-100k,Senior,
J3440,Security Compliance Manager,Manager,,Germany,Germany,93523,93523.0,70-100k,Mid-Level,
J3441,GRC Manager,Manager,,United Kingdom,United Kingdom,90159,90159.0,70-100k,Senior,
J3442,Cloud Architect,Architect,,China,China,87030,87030.0,70-100k,Entry-Level,
J3443,GRC Manager,Manager,,America,America,84117,84117.0,70-100k,Mid-Level,
J3444,Cloud Architect,Architect,,Canada,Canada,99412,99412.0,70-100k,Entry-Level,
J3445,Cloud Architect,Architect,,Canada,Canada,104787,104787.0,100-150k,Mid-Level,
J3446,Security Consultant,Security Consultant,,Denmark,Denmark,86773,86773.0,70-100k,Mid-Level,
J3447,Security Consultant,Security Consultant,,Germany,Germany,118110,118110.0,100-150k,Entry-Level,
J3448,Security Consultant,Security Consultant,,China,China,139837,139837.0,100-150k,Senior,
J3449,GRC Manager,Manager,,Denmark,Denmark,112697,112697.0,100-150k,Senior,
J3450,Security Compliance Manager,Manager,,Canada,Canada,95219,95219.0,70-100k,Senior,
J3451,Security Architect,Architect,,America,America,108587,108587.0,100-150k,Entry-Level,
J3452,Security Compliance Manager,Manager,,China,China,92384,92384.0,70-100k,Senior,
J3453,GRC Manager,Manager,,Canada,Canada,104670,104670.0,100-150k,Senior,
J3454,Security Compliance Manager,Manager,,Denmark,Denmark,96183,96183.0,70-100k,Mid-Level,
J3455,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,100042,100042.0,100-150k,Mid-Level,
J3456,Security Consultant,Security Consultant,,Canada,Canada,93109,93109.0,70-100k,Entry-Level,
J3457,Security Compliance Manager,Manager,,China,China,111057,111057.0,100-150k,Mid-Level,
J3458,GRC Manager,Manager,,Denmark,Denmark,117434,117434.0,100-150k,Mid-Level,
J3459,Security Architect,Architect,,Denmark,Denmark,88981,88981.0,70-100k,Mid-Level,
J3460,Penetration Tester,Pentester,,Germany,Germany,104362,104362.0,100-150k,Mid-Level,
J3461,Security Consultant,Security Consultant,,Germany,Germany,99617,99617.0,70-100k,Entry-Level,
J3462,Security Compliance Manager,Manager,,New York,New York,136747,136747.0,100-150k,Senior,
J3463,Security Consultant,Security Consultant,,America,America,111943,111943.0,100-150k,Entry-Level,
J3464,Cloud Architect,Architect,,Canada,Canada,98230,98230.0,70-100k,Mid-Level,
J3465,Penetration Tester,Pentester,,United Kingdom,United Kingdom,129492,129492.0,100-150k,Senior,
J3466,Security Architect,Architect,,Germany,Germany,131853,131853.0,100-150k,Senior,
J3467,Security Architect,Architect,,China,China,83216,83216.0,70-100k,Entry-Level,
J3468,Security Compliance Manager,Manager,,America,America,110882,110882.0,100-150k,Senior,
J3469,Security Architect,Architect,,America,America,125677,125677.0,100-150k,Mid-Level,
J3470,GRC Manager,Manager,,Canada,Canada,95978,95978.0,70-100k,Entry-Level,
J3471,Security Consultant,Security Consultant,,Germany,Germany,128010,128010.0,100-150k,Entry-Level,
J3472,Security Consultant,Security Consultant,,Denmark,Denmark,100261,100261.0,100-150k,Entry-Level,
J3473,Security Consultant,Security Consultant,,Canada,Canada,90902,90902.0,70-100k,Entry-Level,
J3474,Security Compliance Manager,Manager,,New York,New York,105803,105803.0,100-150k,Mid-Level,
J3475,GRC Manager,Manager,,Canada,Canada,104764,104764.0,100-150k,Senior,
J3476,Security Consultant,Security Consultant,,America,America,102583,102583.0,100-150k,Mid-Level,
J3477,Cloud Architect,Architect,,Germany,Germany,93168,93168.0,70-100k,Entry-Level,
J3478,Cloud Architect,Architect,,Denmark,Denmark,95156,95156.0,70-100k,Senior,
J3479,Cloud Architect,Architect,,Canada,Canada,110276,110276.0,100-150k,Senior,
J3480,GRC Manager,Manager,,Germany,Germany,101063,101063.0,100-150k,Senior,
J3481,Security Compliance Manager,Manager,,Denmark,Denmark,110114,110114.0,100-150k,Mid-Level,
J3482,Security Architect,Architect,,United Kingdom,United Kingdom,132664,132664.0,100-150k,Mid-Level,
J3483,Penetration Tester,Pentester,,United Kingdom,United Kingdom,113762,113762.0,100-150k,Entry-Level,
J3484,GRC Manager,Manager,,China,China,102338,102338.0,100-150k,Mid-Level,
J3485,GRC Manager,Manager,,Denmark,Denmark,100524,100524.0,100-150k,Entry-Level,
J3486,GRC Manager,Manager,,New York,New York,109117,109117.0,100-150k,Mid-Level,
J3487,Security Consultant,Security Consultant,,Germany,Germany,98409,98409.0,70-100k,Entry-Level,
J3488,Security Compliance Manager,Manager,,Germany,Germany,89633,89633.0,70-100k,Mid-Level,
J3489,Security Architect,Architect,,China,China,103882,103882.0,100-150k,Senior,
J3490,Penetration Tester,Pentester,,Canada,Canada,144331,144331.0,100-150k,Mid-Level,
J3491,Security Architect,Architect,,United Kingdom,United Kingdom,88590,88590.0,70-100k,Senior,
J3492,Penetration Tester,Pentester,,America,America,123079,123079.0,100-150k,Senior,
J3493,Cloud Architect,Architect,,New York,New York,141767,141767.0,100-150k,Entry-Level,
J3494,Security Architect,Architect,,New York,New York,91622,91622.0,70-100k,Entry-Level,
J3495,Cloud Architect,Architect,,United Kingdom,United Kingdom,92887,92887.0,70-100k,Senior,
J3496,Penetration Tester,Pentester,,America,America,94451,94451.0,70-100k,Mid-Level,
J3497,Security Compliance Manager,Manager,,Denmark,Denmark,92062,92062.0,70-100k,Entry-Level,
J3498,Security Compliance Manager,Manager,,Germany,Germany,115847,115847.0,100-150k,Senior,
J3499,Security Compliance Manager,Manager,,Germany,Germany,92793,92793.0,70-100k,Entry-Level,
J3500,Security Compliance Manager,Manager,,Denmark,Denmark,132249,132249.0,100-150k,Senior,
J3501,Security Architect,Architect,,Germany,Germany,97038,97038.0,70-100k,Senior,
J3502,GRC Manager,Manager,,America,America,106821,106821.0,100-150k,Senior,
J3503,GRC Manager,Manager,,New York,New York,97638,97638.0,70-100k,Entry-Level,
J3504,Security Architect,Architect,,New York,New York,96872,96872.0,70-100k,Entry-Level,
J3505,Penetration Tester,Pentester,,America,America,94371,94371.0,70-100k,Senior,
J3506,Security Compliance Manager,Manager,,China,China,132936,132936.0,100-150k,Mid-Level,
J3507,Security Architect,Architect,,United Kingdom,United Kingdom,83855,83855.0,70-100k,Mid-Level,
J3508,Security Consultant,Security Consultant,,Denmark,Denmark,127357,127357.0,100-150k,Senior,
J3509,Security Compliance Manager,Manager,,New York,New York,144267,144267.0,100-150k,Entry-Level,
J3510,Security Consultant,Security Consultant,,America,America,87584,87584.0,70-100k,Mid-Level,
J3511,Penetration Tester,Pentester,,Canada,Canada,118527,118527.0,100-150k,Entry-Level,
J3512,Security Architect,Architect,,America,America,89192,89192.0,70-100k,Entry-Level,
J3513,Security Consultant,Security Consultant,,China,China,117235,117235.0,100-150k,Senior,
J3514,Security Consultant,Security Consultant,,New York,New York,120924,120924.0,100-150k,Entry-Level,
J3515,Security Architect,Architect,,New York,New York,91211,91211.0,70-100k,Entry-Level,
J3516,GRC Manager,Manager,,Germany,Germany,92480,92480.0,70-100k,Mid-Level,
J3517,Security Consultant,Security Consultant,,America,America,139596,139596.0,100-150k,Senior,
J3518,Security Compliance Manager,Manager,,America,America,147995,147995.0,100-150k,Mid-Level,
J3519,Security Architect,Architect,,China,China,91157,91157.0,70-100k,Mid-Level,
J3520,Security Compliance Manager,Manager,,New York,New York,91508,91508.0,70-100k,Senior,
J3521,Security Architect,Architect,,Denmark,Denmark,108524,108524.0,100-150k,Mid-Level,
J3522,Security Compliance Manager,Manager,,Denmark,Denmark,89438,89438.0,70-100k,Mid-Level,
J3523,GRC Manager,Manager,,China,China,105341,105341.0,100-150k,Entry-Level,
J3524,Security Compliance Manager,Manager,,America,America,93903,93903.0,70-100k,Senior,
J3525,Cloud Architect,Architect,,Canada,Canada,95421,95421.0,70-100k,Entry-Level,
J3526,Security Architect,Architect,,United Kingdom,United Kingdom,100647,100647.0,100-150k,Entry-Level,
J3527,Security Architect,Architect,,United Kingdom,United Kingdom,103406,103406.0,100-150k,Entry-Level,
J3528,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,139206,139206.0,100-150k,Senior,
J3529,Security Compliance Manager,Manager,,Denmark,Denmark,99098,99098.0,70-100k,Mid-Level,
J3530,GRC Manager,Manager,,Canada,Canada,91972,91972.0,70-100k,Mid-Level,
J3531,Security Consultant,Security Consultant,,Denmark,Denmark,99052,99052.0,70-100k,Senior,
J3532,Penetration Tester,Pentester,,Canada,Canada,139202,139202.0,100-150k,Entry-Level,
J3533,Security Architect,Architect,,United Kingdom,United Kingdom,131825,131825.0,100-150k,Mid-Level,
J3534,Security Compliance Manager,Manager,,China,China,106834,106834.0,100-150k,Senior,
J3535,Penetration Tester,Pentester,,Canada,Canada,108022,108022.0,100-150k,Senior,
J3536,Cloud Architect,Architect,,Denmark,Denmark,94989,94989.0,70-100k,Entry-Level,
J3537,Cloud Architect,Architect,,Denmark,Denmark,115085,115085.0,100-150k,Senior,
J3538,GRC Manager,Manager,,Germany,Germany,78218,78218.0,70-100k,Senior,
J3539,Security Consultant,Security Consultant,,New York,New York,111805,111805.0,100-150k,Entry-Level,
J3540,Security Compliance Manager,Manager,,America,America,97396,97396.0,70-100k,Entry-Level,
J3541,Security Compliance Manager,Manager,,New York,New York,83988,83988.0,70-100k,Entry-Level,
J3542,Penetration Tester,Pentester,,Germany,Germany,111890,111890.0,100-150k,Entry-Level,
J3543,Security Consultant,Security Consultant,,Canada,Canada,115649,115649.0,100-150k,Mid-Level,
J3544,Security Consultant,Security Consultant,,America,America,92432,92432.0,70-100k,Senior,
J3545,Penetration Tester,Pentester,,New York,New York,118779,118779.0,100-150k,Entry-Level,
J3546,Security Architect,Architect,,America,America,109176,109176.0,100-150k,Senior,
J3547,Security Compliance Manager,Manager,,America,America,107494,107494.0,100-150k,Senior,
J3548,GRC Manager,Manager,,Germany,Germany,115665,115665.0,100-150k,Entry-Level,
J3549,Security Architect,Architect,,United Kingdom,United Kingdom,99243,99243.0,70-100k,Senior,
J3550,Security Consultant,Security Consultant,,Germany,Germany,80345,80345.0,70-100k,Senior,
J3551,Security Consultant,Security Consultant,,China,China,100034,100034.0,100-150k,Entry-Level,
J3552,Security Compliance Manager,Manager,,America,America,112128,112128.0,100-150k,Mid-Level,
J3553,Security Consultant,Security Consultant,,Canada,Canada,116707,116707.0,100-150k,Entry-Level,
J3554,Security Compliance Manager,Manager,,Canada,Canada,130554,130554.0,100-150k,Senior,
J3555,Security Consultant,Security Consultant,,New York,New York,127436,127436.0,100-150k,Entry-Level,
J3556,Security Architect,Architect,,China,China,105697,105697.0,100-150k,Senior,
J3557,Cloud Architect,Architect,,China,China,79895,79895.0,70-100k,Entry-Level,
J3558,Security Consultant,Security Consultant,,Germany,Germany,80467,80467.0,70-100k,Senior,
J3559,Cloud Architect,Architect,,Germany,Germany,108382,108382.0,100-150k,Mid-Level,
J3560,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,113952,113952.0,100-150k,Senior,
J3561,Security Architect,Architect,,New York,New York,107081,107081.0,100-150k,Entry-Level,
J3562,GRC Manager,Manager,,Canada,Canada,102692,102692.0,100-150k,Senior,
J3563,Cloud Architect,Architect,,Canada,Canada,113171,113171.0,100-150k,Senior,
J3564,Security Compliance Manager,Manager,,China,China,80955,80955.0,70-100k,Entry-Level,
J3565,GRC Manager,Manager,,United Kingdom,United Kingdom,110491,110491.0,100-150k,Senior,
J3566,Security Architect,Architect,,Denmark,Denmark,91884,91884.0,70-100k,Senior,
J3567,Cloud Architect,Architect,,China,China,135595,135595.0,100-150k,Senior,
J3568,Penetration Tester,Pentester,,Denmark,Denmark,109875,109875.0,100-150k,Mid-Level,
J3569,Security Compliance Manager,Manager,,China,China,105613,105613.0,100-150k,Entry-Level,
J3570,Security Architect,Architect,,Germany,Germany,114201,114201.0,100-150k,Senior,
J3571,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,143179,143179.0,100-150k,Senior,
J3572,Security Compliance Manager,Manager,,Canada,Canada,135741,135741.0,100-150k,Senior,
J3573,GRC Manager,Manager,,Germany,Germany,113375,113375.0,100-150k,Entry-Level,
J3574,Security Architect,Architect,,America,America,90262,90262.0,70-100k,Entry-Level,
J3575,Cloud Architect,Architect,,United Kingdom,United Kingdom,126324,126324.0,100-150k,Senior,
J3576,Penetration Tester,Pentester,,China,China,107567,107567.0,100-150k,Mid-Level,
J3577,Security Architect,Architect,,Germany,Germany,111723,111723.0,100-150k,Mid-Level,
J3578,Security Compliance Manager,Manager,,New York,New York,113098,113098.0,100-150k,Entry-Level,
J3579,Security Architect,Architect,,America,America,88063,88063.0,70-100k,Senior,
J3580,Cloud Architect,Architect,,America,America,101540,101540.0,100-150k,Mid-Level,
J3581,Security Compliance Manager,Manager,,Germany,Germany,125712,125712.0,100-150k,Senior,
J3582,Security Consultant,Security Consultant,,America,America,120560,120560.0,100-150k,Mid-Level,
J3583,Cloud Architect,Architect,,Denmark,Denmark,95556,95556.0,70-100k,Senior,
J3584,Security Architect,Architect,,New York,New York,118860,118860.0,100-150k,Senior,
J3585,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,109811,109811.0,100-150k,Senior,
J3586,Cloud Architect,Architect,,United Kingdom,United Kingdom,139682,139682.0,100-150k,Entry-Level,
J3587,Security Consultant,Security Consultant,,China,China,84365,84365.0,70-100k,Senior,
J3588,GRC Manager,Manager,,Germany,Germany,116755,116755.0,100-150k,Senior,
J3589,Cloud Architect,Architect,,Canada,Canada,94481,94481.0,70-100k,Senior,
J3590,GRC Manager,Manager,,Denmark,Denmark,139533,139533.0,100-150k,Entry-Level,
J3591,Security Architect,Architect,,Canada,Canada,100183,100183.0,100-150k,Entry-Level,
J3592,Cloud Architect,Architect,,America,America,127168,127168.0,100-150k,Mid-Level,
J3593,Cloud Architect,Architect,,Canada,Canada,102997,102997.0,100-150k,Mid-Level,
J3594,Penetration Tester,Pentester,,Denmark,Denmark,99309,99309.0,70-100k,Mid-Level,
J3595,Cloud Architect,Architect,,America,America,115577,115577.0,100-150k,Senior,
J3596,Cloud Architect,Architect,,Denmark,Denmark,106278,106278.0,100-150k,Senior,
J3597,Cloud Architect,Architect,,Canada,Canada,104274,104274.0,100-150k,Entry-Level,
J3598,Security Architect,Architect,,America,America,82145,82145.0,70-100k,Mid-Level,
J3599,Security Architect,Architect,,China,China,90080,90080.0,70-100k,Senior,
J3600,Penetration Tester,Pentester,,Canada,Canada,93522,93522.0,70-100k,Mid-Level,
J3601,Security Compliance Manager,Manager,,Canada,Canada,100472,100472.0,100-150k,Entry-Level,
J3602,Security Compliance Manager,Manager,,Denmark,Denmark,133676,133676.0,100-150k,Mid-Level,
J3603,Security Compliance Manager,Manager,,Denmark,Denmark,97748,97748.0,70-100k,Senior,
J3604,Security Consultant,Security Consultant,,Canada,Canada,100266,100266.0,100-150k,Mid-Level,
J3605,Security Consultant,Security Consultant,,New York,New York,98067,98067.0,70-100k,Senior,
J3606,Security Compliance Manager,Manager,,America,America,101104,101104.0,100-150k,Entry-Level,
J3607,Security Consultant,Security Consultant,,New York,New York,102776,102776.0,100-150k,Senior,
J3608,Security Compliance Manager,Manager,,Canada,Canada,96067,96067.0,70-100k,Senior,
J3609,Cloud Architect,Architect,,Canada,Canada,133455,133455.0,100-150k,Mid-Level,
J3610,GRC Manager,Manager,,America,America,107399,107399.0,100-150k,Mid-Level,
J3611,GRC Manager,Manager,,China,China,140589,140589.0,100-150k,Entry-Level,
J3612,GRC Manager,Manager,,Denmark,Denmark,95191,95191.0,70-100k,Mid-Level,
J3613,GRC Manager,Manager,,Canada,Canada,105717,105717.0,100-150k,Mid-Level,
J3614,Security Architect,Architect,,New York,New York,101486,101486.0,100-150k,Senior,
J3615,Security Consultant,Security Consultant,,America,America,99478,99478.0,70-100k,Mid-Level,
J3616,Penetration Tester,Pentester,,America,America,99101,99101.0,70-100k,Mid-Level,
J3617,Cloud Architect,Architect,,America,America,112841,112841.0,100-150k,Entry-Level,
J3618,Security Consultant,Security Consultant,,New York,New York,92519,92519.0,70-100k,Senior,
J3619,Security Architect,Architect,,Germany,Germany,142611,142611.0,100-150k,Senior,
J3620,GRC Manager,Manager,,New York,New York,96597,96597.0,70-100k,Mid-Level,
J3621,Security Architect,Architect,,America,America,119029,119029.0,100-150k,Mid-Level,
J3622,Security Compliance Manager,Manager,,Denmark,Denmark,108292,108292.0,100-150k,Senior,
J3623,Penetration Tester,Pentester,,United Kingdom,United Kingdom,114196,114196.0,100-150k,Senior,
J3624,Cloud Architect,Architect,,Denmark,Denmark,95173,95173.0,70-100k,Mid-Level,
J3625,Security Compliance Manager,Manager,,Germany,Germany,99716,99716.0,70-100k,Senior,
J3626,Security Architect,Architect,,United Kingdom,United Kingdom,143264,143264.0,100-150k,Entry-Level,
J3627,Cloud Architect,Architect,,Denmark,Denmark,108402,108402.0,100-150k,Entry-Level,
J3628,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,106576,106576.0,100-150k,Senior,
J3629,Penetration Tester,Pentester,,Canada,Canada,141773,141773.0,100-150k,Entry-Level,
J3630,Security Architect,Architect,,China,China,102906,102906.0,100-150k,Senior,
J3631,Penetration Tester,Pentester,,Canada,Canada,116810,116810.0,100-150k,Senior,
J3632,Penetration Tester,Pentester,,America,America,92430,92430.0,70-100k,Senior,
J3633,Security Consultant,Security Consultant,,China,China,128004,128004.0,100-150k,Mid-Level,
J3634,Penetration Tester,Pentester,,Canada,Canada,109419,109419.0,100-150k,Senior,
J3635,Penetration Tester,Pentester,,China,China,101517,101517.0,100-150k,Mid-Level,
J3636,Security Consultant,Security Consultant,,Germany,Germany,91596,91596.0,70-100k,Mid-Level,
J3637,Security Compliance Manager,Manager,,China,China,104710,104710.0,100-150k,Entry-Level,
J3638,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,96137,96137.0,70-100k,Entry-Level,
J3639,Security Compliance Manager,Manager,,Denmark,Denmark,113075,113075.0,100-150k,Entry-Level,
J3640,Cloud Architect,Architect,,Canada,Canada,81289,81289.0,70-100k,Entry-Level,
J3641,Security Consultant,Security Consultant,,Denmark,Denmark,107588,107588.0,100-150k,Mid-Level,
J3642,Security Compliance Manager,Manager,,America,America,105451,105451.0,100-150k,Senior,
J3643,Penetration Tester,Pentester,,Canada,Canada,108015,108015.0,100-150k,Entry-Level,
J3644,GRC Manager,Manager,,China,China,109552,109552.0,100-150k,Entry-Level,
J3645,Security Architect,Architect,,New York,New York,126310,126310.0,100-150k,Mid-Level,
J3646,GRC Manager,Manager,,New York,New York,91457,91457.0,70-100k,Entry-Level,
J3647,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,109567,109567.0,100-150k,Entry-Level,
J3648,Cloud Architect,Architect,,Germany,Germany,100948,100948.0,100-150k,Mid-Level,
J3649,Penetration Tester,Pentester,,New York,New York,97830,97830.0,70-100k,Senior,
J3650,Security Compliance Manager,Manager,,Germany,Germany,127906,127906.0,100-150k,Entry-Level,
J3651,Security Compliance Manager,Manager,,Denmark,Denmark,105914,105914.0,100-150k,Entry-Level,
J3652,Security Architect,Architect,,Denmark,Denmark,108088,108088.0,100-150k,Senior,
J3653,Security Consultant,Security Consultant,,Denmark,Denmark,100675,100675.0,100-150k,Entry-Level,
J3654,Penetration Tester,Pentester,,United Kingdom,United Kingdom,107533,107533.0,100-150k,Mid-Level,
J3655,Security Architect,Architect,,Canada,Canada,111946,111946.0,100-150k,Senior,
J3656,Cloud Architect,Architect,,Canada,Canada,109485,109485.0,100-150k,Senior,
J3657,Penetration Tester,Pentester,,America,America,115476,115476.0,100-150k,Senior,
J3658,Penetration Tester,Pentester,,Canada,Canada,106502,106502.0,100-150k,Mid-Level,
J3659,Security Compliance Manager,Manager,,Germany,Germany,83750,83750.0,70-100k,Senior,
J3660,Penetration Tester,Pentester,,New York,New York,106175,106175.0,100-150k,Entry-Level,
J3661,Security Compliance Manager,Manager,,Canada,Canada,95259,95259.0,70-100k,Entry-Level,
J3662,Security Architect,Architect,,Denmark,Denmark,80107,80107.0,70-100k,Mid-Level,
J3663,Cloud Architect,Architect,,Germany,Germany,84897,84897.0,70-100k,Mid-Level,
J3664,GRC Manager,Manager,,America,America,115729,115729.0,100-150k,Senior,
J3665,Security Compliance Manager,Manager,,China,China,99522,99522.0,70-100k,Entry-Level,
J3666,GRC Manager,Manager,,United Kingdom,United Kingdom,96748,96748.0,70-100k,Senior,
J3667,Security Architect,Architect,,New York,New York,93190,93190.0,70-100k,Senior,
J3668,Security Consultant,Security Consultant,,New York,New York,113844,113844.0,100-150k,Senior,
J3669,Security Consultant,Security Consultant,,Canada,Canada,101319,101319.0,100-150k,Senior,
J3670,Security Architect,Architect,,Canada,Canada,114185,114185.0,100-150k,Entry-Level,
J3671,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,105123,105123.0,100-150k,Entry-Level,
J3672,GRC Manager,Manager,,United Kingdom,United Kingdom,98872,98872.0,70-100k,Entry-Level,
J3673,Security Architect,Architect,,Germany,Germany,95437,95437.0,70-100k,Entry-Level,
J3674,Security Consultant,Security Consultant,,New York,New York,99869,99869.0,70-100k,Senior,
J3675,Penetration Tester,Pentester,,New York,New York,107188,107188.0,100-150k,Mid-Level,
J3676,Cloud Architect,Architect,,Denmark,Denmark,115052,115052.0,100-150k,Senior,
J3677,GRC Manager,Manager,,America,America,138451,138451.0,100-150k,Mid-Level,
J3678,Cloud Architect,Architect,,New York,New York,109265,109265.0,100-150k,Senior,
J3679,Security Compliance Manager,Manager,,Denmark,Denmark,94372,94372.0,70-100k,Entry-Level,
J3680,Penetration Tester,Pentester,,Denmark,Denmark,113166,113166.0,100-150k,Mid-Level,
J3681,GRC Manager,Manager,,China,China,94285,94285.0,70-100k,Entry-Level,
J3682,Security Compliance Manager,Manager,,America,America,108426,108426.0,100-150k,Mid-Level,
J3683,Security Consultant,Security Consultant,,Denmark,Denmark,82416,82416.0,70-100k,Entry-Level,
J3684,Penetration Tester,Pentester,,China,China,143316,143316.0,100-150k,Mid-Level,
J3685,Security Consultant,Security Consultant,,New York,New York,122677,122677.0,100-150k,Senior,
